"360","LAVAGNINO","DR. CASELLA 500","(03329)-423950","7971"
"361","LIBERTAD","MITRE 2440","(03329)-426137","8595"
"362","LILIANA MARTINEZ","ALMAFUERTE Y ARNALDO","(03329)-422722","8413"
"363","LOPEZ","E.FRERS 320","(03329)-421320","2291"
"364","MARTINEZ","BOULEVARD MORENO 620","(03329)-426790","8600"
"365","MARZORATI","3 DE FEBRERO 1201","(03329)-423988","8666"
"366","MAURO COLIVA","PELLEGRINI 2250","(03329)-424003","8664"
"367","MILLET","25 DE MAYO 600","(03329)-425810","8663"
"368","MOLINA","SAN MARTIN 665","(03329)-426424","8593"
"369","OTERO","MIGUEL PORTA 899","(03329)-427202","8415"
"370","PASTEUR","SAN MARTIN 150","(03329)-423838","9242"
"371","PIERDOMINICI","SARMIENTO 390","(03329)-427302","9086"
"372","ROCHETTI","AYACUCHO 755","(03329)-422215","5569"
"373","ROSA","PELLEGRINI 1366","(03329)-423843","8601"
"374","SELECT","MITRE 1101 Y MORENO","(03329)-425364","8596"
"375","TAURIZANO","PELLEGRINI 485","(03329)-425629","8597"
"376","TRAVERSO","ITUZAINGO 560","(03329)-427545","9255"
"377","UNIVERSAL","PELLEGRINI 1045","(03329)-425945","8598"
"378","MATAYOSHI","RIVADAVIA 106","(02225)-482488","11127"
"379","ALVAREZ","SAN MARTIN 498","(03329)-491550","4259"
"380","ANTINORI","SAN MARTIN 559","(0291)-4940709","4405"
"381","BATTELLOCHI","ESPANA 157","(0291)-4940323","4133"
"382","REALI","AV. TORNQUIST 151","(0291)-4940380","5836"
"383","RODRIGUEZ","BELGRANO 351","(0291)-4941315","6641"
"384","RUSCONI","SAN MARTIN 297","(0291)-4940017","4431"
"385","CASTILLO","LAS GUAYANAS 587","(0291)-154614141","13265"
"386","MUTUAL METALURGICA","AV.JORGE NEWBERY 820","(03407)-488660","543"
"387","ADRADOS","AV. GALLESIO 413","(03487)-434861","2933"
"388","ANFOLISI","SOLER 1400 Y MATHEU","(03487)-421423","2116"
"389","C.R. SALUD","SARMIENTO 540","(03487)-440213","3588"
"390","CORIA","LAVALLE 1417","(03487)-423622","2947"
"391","FERRARI","DE LA TORRE 1501","(03487)-421272","661"
"392","FRIDMAN","FELIZ PAGOLA 1487","(03487)-423020","662"
"393","GALATTI","JUSTA LIMA DE ATUCHA 701","(03487)-422854","2950"
"394","GUIDI","H. IRIGOYEN 500","(03487)-422986","8526"
"395","JUSTA LIMA","JUSTA LIMA 1245","(03487)-426886","5474"
"396","MADEIRA","ALF.PACHECO 1050","(03487)-425818","679"
"397","MELILLO","RIVADAVIA 1102","(03487)-422531","667"
"398","MESTRE","MITRE 1355","(03487)-540049","91631"
"399","MONTOYA","AV.ANTA 905","(03487)-441811","673"
"400","MOYANO","MATHEU 1100","(03487)-441552","2952"
"401","ODRIOZOLA","19 DE MARZO 441 PB","(03487)-422096","668"
"402","OSTROVSKY","LAVALLE 1834","(03487)-424278","568"
"403","PARADA","RIVADAVIA 1446","(03487)-425168","2166"
"404","PASTEUR","25 DE MAYO 440","(03487)-422914","670"
"405","PEREZ MARQUEZ","AV. RIVADAVIA 501","(03487)-430618","2169"
"406","SILVETTI","JUSTA LIMA DE ATUCHA 330","(03487)-422101/424611","671"
"407","SIMINI","AVDA. ANT. ARGENTINA 2041","(03487)-425379","672"
"408","SOCIAL ESPA#OLA","INDEPENDENCIA 899 ESQ.BROWN","(03487)-438514","2613"
"409","STRICKER","ALMIRANTE BROWN 23","(03487)-422520","665"
"410","TUCULET","JUSTA LIMA DE ATUCHA 170","(03487)-437034","2175"
"411","UNREIM","SUIPACHA 1110","(03487)-440999","8085"
"412","VAN MARREWIJK","JUSTA LIMA 1877","(03487)-432778","2959"
"413","VECCHIO","CARLOS PELLEGRINI 1054","(03487)-424465","675"
"414","VILLA FOX","JUSTA LIMA 1565","(03487)-422877","5540"
"415","CHACABUCO","CHACABUCO 647","(0383)-4451057","10008"
"416","VIRGEN DEL CARMEN","SAN MARTIN 675","(0383)-4459610/611","7819"
"417","GRASSI SUC.VIII","SAN MARTIN 345","(0358)-4980002","12877"
"418","GRAL PAZ ALTA GRACIA","LUCAS V.CORDOBA 240","(03547)-428679","11129"
"419","OLSINA","AV. BELGRANO 199","(03547)-421031/421036","144"
"420","PARAVACHASCA","PARAVACHASCA 160","(03547)-421874","98156"
"421","SASTRE","AV. SARMIENTO 598","(03547)-422354/15577214","10036"
"422","DEL OESTE","NEPER 6079","(03543)-426135","10517"
"423","NORA TAVELLA","R.MARTINOLLI 8702(B.ARGUELLO)","(03543)-425449","5631"
"424","SILVANA CIANCIA","BARTOLOME MITRE 230","(03576)-423083","2854"
"425","VIVIANA ROMERO","DALLE MURA 1230","(03576)-422327 / 465006","3767"
"426","VIVIANA ROMERO II","SAN MARTIN ESQ. 25 DE MAYO","(03576)-422327 / 465006","9998"
"427","VP FARMA","AV.ARTURO ILLIA 509","(03576)-454446","12524"
"428","ALLADIO","SARMIENTO 79 (ESQ.TUCUMAN)","(03537)-428706","90894"
"429","MODERNA IV","HIPOLITO YRIGOYEN 495","(03537)-414900","92080"
"430","MUSCATELO","BV. COLON 279","(03537)-423327","6803"
"431","ALIADA","MAESTRO VIDAL 602","(0351)-15416365","8811"
"432","AMADEO","AV. SABATTINI 2648","(0351)-4583760","90556"
"433","BALI","WENCESLAO TEJERINA 2293","(0351)-152273056","14688"
"434","BETTY","BV. DE LOS ALEMANES 4115","(0351)-4759157","90552"
"435","CARAFFA","AV.CARAFFA 2568(B.V.CABRERA)","(0351)-4897127","7564"
"436","CARDEA","ONCATIVO 1307 (B.GRAL.PAZ)","(0351)-4530451","3084"
"437","DI CARLO","24 DE SETIEMBRE 2415(A.G.PAZ)","(0351)-4528801","3246"
"438","FERRIGNO","AV. SABATTINI 4285 (EMPALME)","(0351)-4555187","2623"
"439","GARCIA","TOLEDO 1812 (B.AYACUCHO)","(0351)-4701539","3493"
"440","KULINSKI II","DONATO ALVAREZ 9556","(03543)-434141/409011","91882"
"441","LIDER","AV. GENERAL PAZ 258","(0351)-4297010","3396"
"442","LIDER 39","BELGRANO 39","(0351)-4297014 / 5","10406"
"443","LIDER 526","HUMBERTO PRIMO 208","(0351)-4297016/7","10407"
"444","LIDER CERRO","AV.RAFAEL NU#EZ 4220","(0351)-4814281","11188"
"445","LIDER CLINICAS","SANTO ROSA 1565","0810-888-1414","11791"
"446","LIDER JUJUY","JUJUY 512","0810-888-1414","11413"
"447","LIDER LAPRIDA","LAPRIDA 41","(0351)-156114312","12470"
"448","LIDER ONCATIVO","ONCATIVO 1358","(0351)-5690168","10564"
"449","LIDER SAN CARLOS","O'HIGGINS 5845 CNO. SAN CARLOS","(0351)-154037729","10771"
"450","LIDER SUCRE","SANTA ROSA 794","(0351)-4257074","10821"
"451","LOURDES","JUAN B. JUSTO 3852","(0351)-4700148","90965"
"452","MARCANTONELLI","AV.FUERZA AEREA 1701 ESQ.LANI","(0351)-4650214","3226"
"453","MEDICARLO 10","AV. BODEREAU 9277","(0351)-152273056","14240"
"454","MEDICARLO 9","AV. RICARDO ROJAS 6685","(03543)-440101","8614"
"455","MEDICARLO RED","SAN JERONIMO 2607-SAN VICENTE","(0351)-4579679","3241"
"456","MEDICARLO RED SUC.3","SAN JERONIMO 2909-SAN VICENTE","(0351)-4581626","8066"
"457","MEDICARLO RED SUC.4","O'HIGGINS 3765 (CARREFOUR)","(0351)-4644141","3813"
"458","MODERNA V","BV. CHACABUCO 502","(0351)-5680181","90960"
"459","MOREIRA","AV. CORNELIO SAAVEDRA 2748","(0351)-4711028","10368"
"460","MUNDIAL","FRAGUEIRO 2400 (ALTA CORDOBA)","(0351)-4409061/2","3349"
"461","MUNDIAL III","BAIGORRI 747","(0351)-4409060","11740"
"462","PLAZA","AV. COLON 2806(B.ALTO ALBERDI)","(0351)-4880394","7885"
"463","SANTISO","BV.LOS GRANADEROS 2942-A.VERDE","(0351)-4818308","339"
"464","SANTISO II","AV. COLON 1395 (B.ALBERDI)","(0351)-4246008","343"
"465","SOLIS","M.PIDAL 3416(B.PARQUE TABLADA)","(0351)-4819312","3661"
"466","TU FARMACIA","JUAN B.JUSTO 2202","(0351)-4234770","552"
"467","VIRGEN DEL VALLE","AV.JUAN B.JUSTO 9637(GUI#AZU)","(0351)-4998264","4628"
"468","MEDICARLO RED.SUC.I","DUARTE QUIROS 377","(0351)-4228844","533"
"469","ANA L. DE ARGUELLO","AV. SAN MARTIN 3895","(03525)-465860/466817","843"
"470","FLORES IV","AV.SAN MARTIN 2785","(03525)-469988/462622","10369"
"471","NUEVA ROSA","AV. SAN MARTIN 1901","(03525)-466817","10137"
"472","ROMANUTI","DON BOSCO 2008","(03525)-465405","12536"
"473","SCERBO I","AV.SAN MARTIN 3696","(03525)-465666","7210"
"474","MUTUAL MEDITERRANEA","SANTA FE 755","(03468)-422000/432000","8312"
"475","NOYA","SAN MARTIN 939","(03541)-451362","3376"
"476","FARMAMUI#OS","25 DE MAYO 43","(03521)-420012","3348"
"477","FARMASALUD","SAN MARTIN 142","(03521)-423692","10202"
"478","GARRONE I","AV. INDEPENDENCIA 354","(03576)-491124","91138"
"479","CORDOBA VELEZ","CABO PRIMERO HUANCA 107","(03571)-485620","2825"
"480","ROSSI","CORDOBA 26","(03525)-15447238","13408"
"481","HILAL","AV.SAN MARTIN 299","(0353)-4961945","2682"
"482","GRAL PAZ HUERTA GDE.","AV. SAN MARTIN 945","(03548)-425309","5740"
"483","DANIOTTI","VICENTE AGUERO 336","(03525)-400200","2858"
"484","DEL CENTRO","TUCUMAN 601","(03525)-421206","98028"
"485","FLORES III","ITALIA 702 ESQ.AMEGHINO","(03525)-426041/423457","90805"
"486","ZAYA","TUCUMAN 802","(03525)-420634","9963"
"487","PEREZ CABRERA","OMBU 234","(0351)-4904098","11100"
"488","CELESTE","VELEZ SARSFIELD 570","(03543)-466494","3301"
"489","DEL CENTRO","SARMIENTO 436","(03548)-423795","9686"
"490","MOREO","BELGRANO ESQ.TUCUMAN","(03472)-483181","91531"
"491","MODERNA III","FRANCISCO BEIRO 301","(03472)-458500","11095"
"492","ONGINI","JUJUY 548","(03472)-458417","3394"
"493","DEL SOL","AV. SAN MARTIN 5049 (LOC.4)","(03543)-451137","3725"
"494","ESTEVAN DE ERGUETA","SAN MARTIN 4426","(03543)-451445","9706"
"495","GRASSI","CONSTITUCION 800","(0358)-4635555","97959"
"496","GRASSI","GENERAL PAZ 503","(0358)-4650330","98798"
"497","GRASSI IV","PEDRO GOYENA 110","(0358)-4664902","11405"
"498","GRASSI SUC. II","CONSTITUCION 501","(0358)-4637526","90946"
"499","GRASSI SUC. III","MARCELO T. DE ALVEAR 703","(0358)-4750030","11044"
"500","GRASSI V","BELGRANO 23","(0358)-4622372","4859"
"501","GRACIELA","AV.MITRE 397","(03574)-421127","91133"
"502","PECCI","AV. MITRE 155","(03574)-420930","91154"
"503","BUHLMANN","SARMIENTO 1074","(03572)-423108","9652"
"504","GHIBAUDO","SARMIENTO 946","(03572)-422802","9583"
"505","CASTELLARI DE RINCON","SARMIENTO Y ALSINA","(03571)-423859","2774"
"506","GIRAUDO","AV.GRAL.SAVIO 959","(03571)-423030","9157"
"507","PRADO","SAN MARTIN 2000","(03541)-480110","3838"
"508","CASEROS","CASEROS 675","(03574)-481866","10588"
"509","CONGRESO","CONGRESO 409","(03574)-481532","10386"
"510","CORDERA","RUTA 53 ESQ.MONTE MAIZ S/N","(03543)-477553","12215"
"511","VIVIANA ROMERO III","ING. GUILLERMO CID 498","(03576)-422327 / 465006","6514"
"512","SIERRAS","RUTA 28 S/N (KM.1861)","(03541)-498008","3580"
"513","ARPRA","AV. SAN MARTIN 1049","(03541)-427364","90891"
"514","LA CUESTA","AV.SAN MARTIN 1565","(03541)-435703","5182"
"515","MAURIZI","ALBERDI 91","(03541)-430553","3865"
"516","VALERIA ASSUSA","SARMIENTO 559","(03541)-486836","10552"
"517","DANIOTTI 4","PERON 265","(03525)-400200","5763"
"518","NERVEGNA","JULIO A. ROCA 294","(03546)-462506/463108","9158"
"519","TERBONATI","JULIO ARGENTINO ROCA 157","(03546)-461246","4845"
"520","ESTEVAN DE ERGUETA","GOYCOCHEA 615","(03543)-435333/431552","4626"
"521","MEDICARLO SUC. 8","DONATO ALVAREZ 7950","(0351)-4745652","14112"
"522","DEL VALLE","AV. SAN MARTIN 390","(03546)-497840","91465"
"523","GRANGETTO","AV.SAN MARTIN 130","(03546)-497294","3085"
"524","AZUL","SAN JUAN 1255","(0353)-4537774","12151"
"525","CLINICA MARA#ON","CATAMARCA 1376","(0353)-4613067","11338"
"526","DE LA CLINICA","CORRIENTES 738","(0353)-4535663","12061"
"527","DEL SUBNIVEL","MITRE 52","(0353)-4610236","91014"
"528","FARMA VIDA","MENDOZA 1190","(0353)-4520750/4539114","3816"
"529","FARMA VIDA I","CHILE 158","(0353)-4537087","8517"
"530","FARMA VIDA V","LA RIOJA 1199","(0353)-4523321","72"
"531","FARMAVIDA II","SAN JUAN 1356","(0353)-4522666","98034"
"532","FARMAVIDA III","SAN JUAN 1510","(0353)-4521110","4412"
"533","FARMAVIDA IV","SAN MARTIN 400","(0353)-4520385","97945"
"534","FARMAVIDA IX","BV. SARMIENTO 1966","(0353)-4520750","91880"
"535","FARMAVIDA VIII","SAN JUAN 1270","(0353)-4522273","91028"
"536","FARMAVIDA X","AV.LARRABURE 1486","(0353)-4548153","11896"
"537","MARCELLINO","V. SARSFIELD 388","(0353)-4520412","98465"
"538","MODERNA","SAN MARTIN 13","(0353)-4533815/4533850","3827"
"539","MODERNA II","BUENOS AIRES 1301","(0353)-4527890","10539"
"540","MODERNA VIII","9 DE JULIO 155","(0353)-4613067","12586"
"541","MUTUAL DR.O#ATIVIA","SAN JUAN 1101","(0353)-4548333","91383"
"542","MUTUAL H. YRIGOYEN","GENERAL PAZ 365","(0353)-4521295","91352"
"543","BOUVET II","PASCUAL VELZI 2096","(03447)-15641582","13759"
"544","ALCARAZ","AV. 9 DE JULIO S/N","(03438)-494093","10824"
"545","CAVESTRI","NOGOYA S/N ESQ. TUCUMAN","(03438)-494114","10547"
"546","CENTRAL BRASILERA","NICOLAS AVELLANEDA 1238","(0343)-4694454","14213"
"547","MARIA LUISA","AV. RAMIREZ 229","(0343)-4996152","4002"
"548","DIORIO","AV.LOS INMIGRANTES 129","(03446)-497073","9483"
"549","GESTION SALUD","25 DE MAYO 118","(03446)-497045","4831"
"550","KREIMAN","SAN MARTIN 495","(03436)-498066","9000"
"551","LABORDE","LAURENCENA 556","(03436)-498242","12137"
"552","BASAVILBASO","BERNARDO UCHITEL 454","(03445)-481542","96915"
"553","LEON","NEYRA 145","(03445)-481744","90826"
"554","MA-KRO","URQUIZA 128","(03445)-482724","13490"
"555","PATAGONIA","J LAGOCEN 5","(03445)-15534636","8027"
"556","DEL PUEBLO","SAN MARTIN 163","(03438)-421014","12201"
"557","REYNAGA DE SOSA","ALTE.BROWN 25","(03438)-421276","12064"
"558","ALBA","9 DE JULIO 1302","(03442)-428084/425753","4125"
"559","ALBERDI","ALBERDI 758","(03442)-422332/429284","8459"
"560","ARGACHA","14 DE JULIO 351 Y ESTRADA","(03442)-429966","96917"
"561","ARGENTINA","ALEM 52 Y SAN MARTIN","(03442)-427176","97150"
"562","AVENIDA","BV. ARAOZ 152","(03442)-443122","5864"
"563","CENTRAL","ROCAMORA 800",,"90216"
"564","CIENTIFICA","25 DE MAYO 205","(03442)-431901","12203"
"565","COLON","BV. IRIGOYEN 1650","(03442)-440425","97541"
"566","DEL OESTE","R. BALBIN 1853","(03442)-441616","10550"
"567","DEL PUEBLO","ROCAMORA 452","(03442)-425958","4042"
"568","DESPERTAR DEL OBRERO","JUAN JOSE BRUNO 2928","(03442)-679678","14677"
"569","DON BOSCO","BV. LOS CONSTITUYENTES 580","(03442)-423016","96918"
"570","ENTRE RIOS","URQUIZA 330","(03442)-425856","4058"
"571","FLORES","JUAN PERON 359","(03442)-425075","90236"
"572","GARGANO","GALARZA 1652","(03442)-443151","97543"
"573","HARISPE","TIBILETTI Y ALBERDI","(03442)-429911","96924"
"574","JARDIN","14 DE JULIO 378","(03442)-432524","96919"
"575","MODELO","SUPREMO ENTRERRIANO 94","(03442)-428236","96920"
"576","MODERNA","9 DE JULIO 1052","(03442)-425515","8052"
"577","PILDORA","DIAZ VELEZ 185","(03442)-440987","10249"
"578","POPULAR","GALARZA 802","(03442)-425740","5144"
"579","RAMIREZ","EVA PERON 50","(03442)-422683","10250"
"580","SAN ROQUE","MORENO 249","(03442)-428309","8233"
"581","VITAMINA","ROCAMORA 901","(03442)-427252","10156"
"582","VIVA","DR. ISAAC STILMAN 232","(03442)-436890","11075"
"583","DE LA PLAZA","CALLE 17 Y 6 NRO.784","(03442)-492398","90257"
"584","FOLMER","DIAGONAL INDUSTRIAL 213","(0343)-4890284","97403"
"585","LUCERO","AV.RACEDO 499","(0343)-4890563","5435"
"586","PALACIOS","CORRIENTES 471","(0343)-6612032","14418"
"587","RABBIA","ANTARTIDA ARGENTINA 282","(0343)-4891264","10294"
"588","ZURUTUZA","SAN MARTIN 185","(0343)-4890125","10154"
"589","ANTIGUA FCIA URQUIZA","URQUIZA Y 3 DE FEBRERO","(03456)-421423","9079"
"590","BARBIERI II","9 DE JULIO 3275","(03456)-424644","90139"
"591","BERTA","H. YRIGOYEN 2929","(03456)-426115","10837"
"592","DAVID","AV. ALEM 1788","(0345)-6422918","98209"
"593","DE LA UNION","AV. SIBURU 1050","(03456)-424252","92238"
"594","DEL PUEBLO","SARMIENTO 2646","(03456)-421050/420264","646"
"595","ITALIANA","URQUIZA 1270","(03456)- 423781","95683"
"596","RESTIVO","9 DE JULIO 3615","(03456)-424276","91638"
"597","SANTA CLARA","BELGRANO 1787","(03456)-420456","12202"
"598","SANTA TERESITA","URQUIZA 1118","(03456)-423781","13300"
"599","SOL","PANCHO RAMIREZ 2495","(03456)-423753","14189"
"600","ZORDAN","AV. SIBURU 1125","(03456)-422489","97402"
"601","ALFIERI","SAN MARTIN 777","(03447)-427210","10373"
"602","AVENIDA","AV.PERON 261","(03447)-421981","5619"
"603","BLANCO","SOURIGUES 38","(03447)-421418","6010"
"604","CENTENARIO","12 DE ABRIL 150","(03447)-421023","4030"
"605","CENTENARIO II","SAN MARTIN 552","(03447)-425377","8403"
"606","CENTENARIO S.R.L.","12 DE ABRIL 377","(03447)-423556","6311"
"607","FRANCIA","SAN MARTIN 1050","(03447)-422008/425392","6017"
"608","FRANCIA II","12 DE ABRIL Y MAIPU","(03447)-422390","6140"
"609","LA ESTACION","SAN MARTIN 1315","(03447)-422453","14329"
"610","PAYSANDU","SOURIGUES 442","(03447)-424359","6308"
"611","PINTOS","12 DE ABRIL  300","(03447)-421547","6310"
"612","AVELLANEDA","TENIENTE GIMENEZ 2731","(0343)-4858070/401324","11072"
"613","DOSIS","CALLE 511 S/N","(0345)-4992020","6315"
"614","ACEVEDO","MONS. TAVELLA 1752","(0345)-4223974","93561"
"615","ARGENTINA","ENTRE RIOS 189","(0345)-4216349","6318"
"616","AVENIDA","LAS HERAS 450","(0345)-4214364","6319"
"617","CIENTIFICA","P.DEL CASTILLO 599","(0345)-4218123","9071"
"618","CONCORDIA","SARMIENTO 648","(0345)-4212709/4212990","584"
"619","DEL GLOBO","SAN LUIS 557","(0345)-4217564","6329"
"620","EL SOL","PELLEGRINI 552","(0345)-4215845","6564"
"621","FARMA FULL I","SAN JUAN 1399","(0345)-4216080","92222"
"622","FARMA FULL II","PELLEGRINI 889","(0345)-4222823","92223"
"623","FARMA FULL IV","URDINARRAIN 31","(0345)-4227737","11341"
"624","FARMA FULL V","AV.PTE.ILLIA 491","(0345)-154975222","13703"
"625","FARMACENTER","ALMIRANTE BROWN 570","(0345)-4230977","12554"
"626","FARMAFRAN SRL","SAN LORENZO 440 (E)","(0345)-4227082","8334"
"627","FARMAFULL III","MONS.RASCH 4798","(0345)-4254296","12212"
"628","LA ENTRERRIANA","ESTRADA 200","(0345)-4213900","6330"
"629","LAS BOTICARIAS","PIROVANO 114","(0345)-154185187","9066"
"630","LUNA","SAAVEDRA 349","(0345)-4226832","91804"
"631","MARIANI","SAN LORENZO OESTE 800","(0345)-4224271","6349"
"632","MASVERNAT","MONS.TAVELLA 2370","(0345)-4251967","11942"
"633","MAYO","URQUIZA 672","(0345)-4211330/4212406","4566"
"634","MAYO NORTE","EVA PERON 2250","(0345)-4252092","6351"
"635","NU#EZ-ROBLES","SAN JUAN 1602","(0345)-4223631","13320"
"636","PASTEUR","ALVEAR 702","(0345)-4223842","6353"
"637","PESCE","CATAMARCA 99","(0345)-4212605","6322"
"638","SAN ANTONIO II","URQUIZA 334","(0345)-4227331","4588"
"639","SAN MATEO","SARMIENTO 1002","(0345)-4230979","6365"
"640","SAN PATRICIO","URQUIZA 900","(0345)-4222823","6794"
"641","SAN ROQUE","SAN MARTIN 446","(0345)-4216884","4143"
"642","UNION","1 DE MAYO Y LA RIOJA 594","(0345)-4226679","6867"
"643","VELEZ SARSFIELD","BROWN Y V.SARSFIELD 248","(0345)-4217930","6919"
"644","VITAMINA","PTE. PERON 3949","(0345)-4290429","7300"
"645","YATAY","M.TAVELLA 1938","(0345)-4273222","7303"
"646","ASFARMA","SAN MARTIN 1489","(0343)-5272220","8396"
"647","CURUZU","MORENO 1500 ESQ. 25 DE MAYO","(0343)-4951143","704"
"648","FREDDY","BELGRANO 1348","(0343)-4953478","6924"
"649","NUEVA BOTICA","SAN MARTIN 1320","(0343)-4953521","6989"
"650","SAN LUIS I","25 DE MAYO ESQ.PASAJE RACEDO","(0343)-5272485","6918"
"651","SAN LUIS II","SAN MARTIN 1984","(0343)-4078350","13131"
"652","SAN LUIS III","RAMIREZ E INDEPENDENCIA 1362","(0343)-4954309","6920"
"653","VILLEGAS SARMIENTO","SAN MARTIN 1138","(0343)-4951881","6984"
"654","VILLEGAS SARMIENTO 2","25 DE MAYO 1017","(0343)-4954967","960"
"655","VITAL","SAN MARTIN 1213","(0343)-4953997","6926"
"656","BRUICH","BELGRANO 510","(0343)-4981249","7340"
"657","CARDOSO","MITRE Y EVA PERON","(0343)-4982660","7306"
"658","GIECO","INTENDENTE DASSO 399","(0343)-4981543/4902272","7308"
"659","MOYA","9 DE JULIO 402 Y EVA PERON","(0343)-4981505","7324"
"660","SAN FRANCISCO","9 DE JULIO ESQ. MORENO","(0343)-4983341","7343"
"661","SAN FRANCISCO II","MORENO 383","(0343)-4982270","7333"
"662","SERRANO","P.SERRANO Y ETCHEVEHERE","(0343)-4983095","7399"
"663","FARMASEF","9 DE JULIO 35","(0343)-155070315","14570"
"664","BARBIERI I","SAN MARTIN 211","(03456)-482472","10479"
"665","FEDERACION","LAS MAGNOLIAS 1087","(03456)-481640","12204"
"666","LA CENTRAL","AV. SAN MARTIN 284","(03456)-481700","90423"
"667","LA NUEVA","NESTOR KIRCHNER S/N","(0341)-156769891","12660"
"668","PROSALUD","ALEM 260","(03456)-482231","13144"
"669","SAN JOSE","D'ANGELO 48","(03456)-481999","3770"
"670","AVENIDA","BELGRANO 557","(03454)-421904","12205"
"671","DUARTE","AV. BELGRANO 827","(03454)-422627","10513"
"672","LEDESMA","ANTELO 706","(03454)-422767","13741"
"673","URQUIZA","URQUIZA 1120","(03454)-421074","91459"
"674","VECICONTI","DONOVAN 859","(03454)-421037","12321"
"675","BARRANDEGUY","AV.RAMIREZ 226","(03444)-440768","13735"
"676","ECOPHARMA","SAN MARTIN 2","(03444)-626395","14436"
"677","GALARZA","PILAR 502","(03444)-481050","7400"
"678","LA DOCTA","JUAN O`DWYER 755","(03444)-481669","11936"
"679","EVANGE","MORENO 308","(03445)-493074","8099"
"680","GRACIELA","AV.SAN MARTIN 375","(03445)-493035","12206"
"681","DUBNER","LIBERTAD 161","(0343)-4902272","7462"
"682","GENERAL RAMIREZ","ILLIA 69","(0343)-4902088","9187"
"683","GENESIS","FONSECA 30","(0343)-4901707","11343"
"684","REAL","BELGRANO 295 Y ARENALES","(0343)-4902079","10108"
"685","SAN ROQUE SRL","SAN MARTIN 273","(0343)-4901069","7463"
"686","SALUD","EX RUTA 20 ESQ 6","(03446)-15401470/458097","12026"
"687","SAN JOSE","AV.SAN MARTIN S/N","(03446)-586519","13624"
"688","DEL CENTRO","SAN MARTIN 298","(0345)-4901316","7411"
"689","MARICHAL","25 DE MAYO 201","(0345)-4901355","7412"
"690","A.D.O.S.","25 DE MAYO 530/8","(03444)-425070/424006","2314"
"691","CENTRAL","RIVADAVIA 150","(03444)-423145","7414"
"692","DIST. MEDIC INTEGRAL","C. GADEO 335","(03444)-423641","10562"
"693","EL INDIO","BELGRANO Y SALTA 205","(03444)-423193","4056"
"694","EMILIO","SAN ANTONIO NORTE 811","(03444)-424074","10713"
"695","FARMACIA POMPEYA","LEANDRO N. ALEM 766","(03444)-422439","10118"
"696","LA ESTACION","BELGRANO 561","(03444)-426338","7416"
"697","LA ESTACION II","MONTE CASEROS 251","(03444)-423144","7417"
"698","LEGNA","SAN ANTONIO NORTE 129","(03444)-423411","7418"
"699","LYSS","25 DE MAYO 474","(03444)-428251","7358"
"700","PEREZ","ALFREDO PALACIOS 252","(03444)-423342","10696"
"701","PLAZA","SAN ANTONIO NORTE 514","(03444)-424780","7419"
"702","PRIMER ENTRERRIANO","PRIMER ENTRERRIANO 268","(03444)-427447","11173"
"703","RECALDE","MARTIN FIERRO S/N","(03444)-429756","13768"
"704","SANZ","SAN ANTONIO 50","(03444)-423380","7421"
"705","TRABICHET","ALEM 243","(03444)-423398","12825"
"706","ARBELO","AV.SARMIENTO 163","(03446)-431820","4596"
"707","ARTIGAS","ARTIGAS 1947","(03446)-440739","10252"
"708","AVENIDA","AV. DEL VALLE 845","(03446)-437416","11239"
"709","BATTO","URQUIZA 702","(03446)-422881","4594"
"710","DEL PUEBLO","25 DE MAYO 1649","(03446)-422918","714"
"711","DEL VALLE","AV. DEL VALLE 1489","(03446)-431953","4598"
"712","DIAZ","25 DE MAYO 1102","(03446)-425458","7947"
"713","GAMMA","L.N. PALMA 6","(03446)-423593","7423"
"714","GROSSO","25 DE MAYO Y MONTEVIDEO","(03446)-428917","1999"
"715","LA FLORAL","AV. PRIMERA JUNTA 519","(03446)-430405","11163"
"716","LA PRINCIPAL II","SAN MARTIN 1849 ESQ.HERNANDEZ","(03446)-436264/443810","12188"
"717","MEDRANO","ROCAMORA 148","(03446)-424090","717"
"718","NUEVA PASTEUR","RIVADAVIA 1156","(03446)-435001","94365"
"719","PERIFARMA","BV.ARTIGAS 2112","(03446)-205121","14669"
"720","PRONTOFARM","URQUIZA 1079","(03466)-432613","7372"
"721","RAZETTO","BOLIVAR 713","(03446)-428917","713"
"722","REBORI","25 DE MAYO 650","(03446)-422532","719"
"723","SABIN","URQUIZA 1201","(03446)-425759","4134"
"724","SAN BENITO","BOLIVAR 945","(03446)-423295","12464"
"725","SAN JOSE","25 DE MAYO 602","(03446)-426101","4139"
"726","SAN NICOLAS","CHALUP 346","(03446)-434349","12197"
"727","VALLORY","BV.DANERI 808","(03446)-446725","12506"
"728","CASTELLANI","URQUIZA 298","(0343)-4930076","7424"
"729","FARMASHOP","3 DE FEBRERO 409","(0343)-4930891","11061"
"730","HASENKAMP","LIBERTAD 270","(0343)-4930353","7425"
"731","IDEAL","SARMIENTO 743","(0343)-4930495","7426"
"732","HERNANDARIAS","PERON Y SALTA","(0343)-4960320","10433"
"733","REGIONAL","IRIGOYEN 499","(0343)-4960543","91091"
"734","RIO PARANA","H.IRIGOYEN 802","(0343)-4960083","7427"
"735","JORDAN","SABA Z. HERNANDEZ 131","(03435)-491242","7429"
"736","NANI","INDEPENDENCIA 9","(03435)-491046","4111"
